n_components,Metric,Mean,Std
5,Reconstruction MSE,1.7854586484873436,0.025415957593798277
10,Reconstruction MSE,1.7853062092276242,0.02541621390681388
25,Reconstruction MSE,1.7852593761513254,0.025414909695800264
50,Reconstruction MSE,1.78524417077697,0.02541460000848306
